title,url,date,text
"Mañana, último día de la cuenta al 2,89% TAE y depósito al 3,44% TAE de Renault Bank",https://www.tucapital.es/depositos/manana-ultimo-dia-de-la-cuenta-al-289-tae-y-deposito-al-344-tae-de-renault-bank/,23/04/2024,"
Mañana, día 24 de abril de 2024, se termina el plazo de comercialización de la cuenta al 2,89% TAE y depósito a 2 años y al 3,44% de Renault Bank.
La entidad francesa ya ha prorrogado 5 veces sin cambios desde enero de 2024, cuando realizó el primer recorte en los últimos años y afectó exclusivamente al depósito a 2 años, que cayó desde el 3,85% TAE hasta el 3,44% TAE.
La última prórroga ha sido de tan solo 2 semanas, y si ya pensábamos entonces que podría bajar tipos, ahora es aún más probable.
En cuanto a su cuenta de ahorro, lleva al 2,89% TAE desde noviembre de 2023 sin cambios:

Las características de su depósito a 2 años actualmente son:
Oferta válida hasta el 24 de abril de 2024.
Y la Cuenta Contigo:
Oferta válida hasta el 24 de abril de 2024.


Renault Bank ha prorrogado nuevamente el plazo de contratación de sus productos sin cambiar su rentabilidad: Cuenta al 2,89% TAE y depósito a 2 años y al 3,44% TAE.
Felicitamos a nuestros usuarios que han acertado en su pronóstico con un 67% de los votos (ver aquí) que afirmaron que el banco haría eso.
El próximo miércoles, día 10 de abril de 2024, termina el plazo de comercialización de la Cuenta al 2,89% TAE y el depósito al 3,44% TAE de Renault Bank. ¿Habrá cambios al día siguiente?
¿Qué opináis? Contestanos a la encuesta. La vez anterior acertasteis la mayoría.
Renault Bank prorroga nuevamente la rentabilidad de sus productos de ahorro sin cambios, esta vez, por tres semanas, hasta el 10 de abril de 2024.
Nosotros pensábamos que había más probabilidad de bajada que cualquier otra cosa, así que, es una buena noticia esta prórroga sin recortes."
ING te da hasta 120€ si domicilias nómina y pagas con su tarjeta,https://www.tucapital.es/cuentas/ing-te-da-hasta-120e-si-domicilias-nomina-y-pagas-con-su-tarjeta/,22/04/2024,"
ING ahora pide, además de domiciliar una nómina, gastar dinero con su tarjeta de débito si quieres recibir hasta 120€ de bienvenida.
Antes te daba directamente la bonificación si domiciliabas tus ingresos en el banco, ahora, además, debes de gastar dinero en una serie de supermercados que ellos indican para recibir esos 120€:
Te da 6 meses para hacerlo, y el banco te devuelve el 15% de lo que gastes en esos supermercados pagando con la tarjeta de ING. Es decir, hay que gastar 800€ para obtener los 120€.
No creemos que sea un gran problema, sería gastar en esos supermercados unos 130€ al mes; pero es una vuelta más a la tuerca. Este banco año tras año quiere exprimir un poco más a los ahorradores.
La oferta estará vigente hasta el 26 de mayo de 2024.
Como desventajas, no tiene transferencias inmediatas.


ING te dice que hagas que tus «ahorros trabajen para ti con el nuevo Depósito 2,50 % TAE a 3 meses» como ya lo han hecho «más de 250.000 clientes».
Pero ING es sabedor de que con cualquier cosa que lance, funciona. Como dice banco, y lo han contratado más de 250.000 clientes, aunque no precisa desde cuándo, ni con qué cuantía.
Quien no haya tenido una cuenta de Orange Bank, no saben lo que vamos a perder. La entidad echará cierre en 2024 y los clientes serán traspasados a Cetelem.
Hoy hemos tratado de buscar una alternativa, y no hemos dado con ninguna oferta que iguale o supere a Orange Bank: o falla cajeros, o alguna operativa no disponible o con coste, o exige nómina o ingresos.
ING recorta nuevamente la rentabilidad de sus depósitos Naranja. Ahora da como máximo al 2,40% TAE en lugar del 2,55% TAE que venía ofreciendo.
Es la cuarta bajada consecutiva de estos productos que fueron lanzados en el mes de diciembre, dando un máximo del 3% TAE. Con las sucesivas bajadas: en enero, febrero, al inicio del mes de marzo y el de ahora, se queda en el 2,4% TAE."
"Depósitos de Banco BIG: ligera subida en los normales, y combinados 5,06% TAE",https://www.tucapital.es/depositos/depositos-de-banco-big-ligera-subida-los-normales-y-combinados-506-tae/,22/04/2024,"
Banco BIG remodela su oferta de depósitos con ligeras subidas, y ofrece 2 depósitos combinados con fondos de inversión de hasta el 5,06% TAE.
En realidad no es una subida como tal de los depósitos normales, simplemente ha ajustado el TIN y el TAE de los productos.
Por ejemplo, antes el depósito de bienvenida al 4,1% TAE, ahora es 4,1% TIN y por lo que el TAE pasa al 4,14% para un plazo a 6 meses y pago de intereses a vencimiento.
El depósito de bienvenida, que sufrió una bajada en el mes pasado desde el 4,25% TAE hasta el 4,1% TAE, ahora es al 4,14% TAE.
Los anteriores cambios realizados por el banco fueron:
Es una gran oferta, alta rentabilidad, permite cancelaciones anticipadas, lástima que sea solo para 6 meses y únicamente para nuevos clientes.
Las características de estos depósitos son:
El banco de momento no ha establecido plazo de comercialización de este producto.
Banco BIG ofrece en su Gran Cuenta BIG al 1,51% TAE:
La cuenta remunerada del Banco Big es sin comisiones y tiene IBAN Español, pero bajo el FGD portugués. Es al estilo de ING, pero su sede está en Portugal.
Como siempre os decimos, estos productos no son interesantes. La rentabilidad extra que ofrece el depósito podría ser insignificante frente a la posible rentabilidad tanto positiva como negativa del fondo, además de las comisiones de la gestora de fondos.
El depósito es solo una oferta gancho para atraer gente inexperta y con el fin de que no te preguntes por la parte importante de la oferta, el fondo.
El banco tiene 2 ofertas que depende del porcentaje de dinero que destines al fondo:
Ambas ofertas parte de una inversión mínima de 10.000€ y te obliga a mantener el fondo al menos hasta el vencimiento del depósito. En caso de incumplimiento, no te pagarían intereses por el depósito.


Esta vez ha tocado bajar la rentabilidad de los depósitos de ya clientes del banco, desde un máximo del 3,5% TAE hasta el 3,25% TAE.
La vez anterior, al inicio del mes de marzo, el banco bajó los depósitos de bienvenida desde el 4,25% TAE hasta el 4,1% TAE.
Banco BIG ha rebajado ligeramente la rentabilidad de su Gran Depósito de bienvenida a 6 meses de plazo desde el 4,25% TAE hasta el 4,1% TAE.
Es una gran oferta, alta rentabilidad, permite cancelaciones anticipadas, lástima que sea sólo para 6 meses y únicamente para nuevos clientes.
Sí, la mierda de siempre… bajan los tipos en los depósitos y los bancos comienza a aprovecharse de la desinformación de la gente para colarte productos que no quieren unido a supuestos depósitos de alta rentabilidad.
Así lleva unos días el Banco BIG y su depósito al 5% TAE y ahora MyInvestor con su depósito al 4% TAE."
El futuro de Bitcoin: predicciones para los próximos 5 años,https://www.tucapital.es/blogs/guias/el-futuro-de-bitcoin-predicciones-para-los-proximos-5-anos/,22/04/2024,"Desde su lanzamiento, Bitcoin ha experimentado cambios positivos y negativos. Sin embargo, la mayoría de las mejoras relacionadas con Bitcoin resuenan con el interés de los inversores en todo el mundo. Bitcoin actualmente tiene una ventaja significativa en el sector de las criptomonedas, la razón principal detrás de su popularidad. Con el año 2023 aquí, los expertos predicen que Bitcoin seguirá impactando la industria financiera de varias maneras. Comprender las tendencias de Bitcoin es vital para garantizar el uso y las empresas exitosas.
Con la creciente demanda de criptomonedas en todo el mundo, es notable un crecimiento simultáneo en la cantidad de herramientas analíticas. En este caso, las plataformas como Trader AI son indispensables ya que permiten a los traders e inversores de Bitcoin tomar decisiones informadas. Además, tales herramientas brindan a las personas una proyección clara de las expectativas futuras. Aquí hay algunas predicciones de Bitcoin para los próximos cinco años:
En particular, Bitcoin ha mostrado un crecimiento de valor significativo desde su lanzamiento. Es la única criptomoneda que creció exponencialmente en más del 3.000% en un período significativamente corto después de su lanzamiento. Sin embargo, Bitcoin experimentó una caída en su valor luego de la recesión económica mundial desde 2019 hasta la fecha. Las proyecciones, sin embargo, indican que con la estabilización esperada de la economía global, el valor de Bitcoin aumentará significativamente. Existe la posibilidad de que Bitcoin alcance la marca de $10 millones en los próximos cinco años.
Al ser la primera criptomoneda en lanzarse, Bitcoin penetró rápidamente en el mercado, con una demanda mayor que otras monedas alternativas que surgieron más tarde. En poco tiempo, Bitcoin exhibió su dominio en los criptomercados, razón por la cual muchos inversores y comerciantes expresaron interés en él. A pesar de la recesión económica mundial, Bitcoin aún mantiene una ventaja significativa en los criptomercados. Los indicadores actuales comunican el dominio de Bitcoin en los próximos cinco años.
Los desarrolladores de Bitcoin fueron pioneros e implementaron la idea de desarrollar una moneda descentralizada. Bitcoin inspiró a otros desarrolladores de divisas a crear un mecanismo descentralizado para iniciar y completar transacciones. Muchas personas y empresas consideran que Bitcoin es un actor importante en la migración de un mecanismo monetario centralizado a uno descentralizado. Muchos creen que los intercambios totalmente descentralizados se materializarán con la adopción continua de Bitcoin en los próximos cinco años.
Bitcoin se considera además un elemento importante para facilitar la evolución empresarial a nivel mundial. La demanda de Bitcoin ha aumentado significativamente, lo que ha llevado a las empresas a adoptarlo como medio de pago. Más empresas están actualizando rápidamente los mecanismos de pago actuales para incorporar Bitcoin. Los expertos predicen que Bitcoin influirá en gran medida en las empresas al permitirles admitir pagos con criptomonedas. En este caso, las empresas globales probablemente dominarán la economía debido a la introducción y uso de Bitcoin como medio de pago.
Una preocupación importante desde el lanzamiento de Bitcoin fue la tributación regulada por los organismos gubernamentales. En particular, Bitcoin es una moneda descentralizada que no requiere reguladores ni intermediarios. Eso significa que el gobierno y los organismos respectivos no tienen el mandato de embarcarse en la regulación o el control de los criptomercados. Como resultado, los expertos proyectan que Bitcoin afectará en gran medida y negativamente los impuestos a nivel mundial.
Si bien los desarrollos de Bitcoin en los próximos cinco años pueden ser impredecibles, hay algunos indicios de que la criptomoneda estará entre los líderes del mercado. La fortaleza actual de Bitcoin indica que el rendimiento y el futuro de la moneda son brillantes. En particular, nuevas monedas alternativas están ingresando a los criptomercados, lo que podría cambiar el curso de Bitcoin en términos de desarrollo. Sin embargo, es probable que Bitcoin continúe dominando el mercado de las criptomonedas en los próximos cinco años.
¿Quizás se pregunta cómo la tecnología blockchain podría revolucionar las cadenas de suministro? Así es como esta tecnología podría ayudar a revolucionar las cadenas de suministro.
¿Quizás se pregunta qué cualidades hacen que Bitcoin sea considerado dinero? He aquí una guía sobre lo que hace que este dinero digital sea tan valioso.
¿Quizás se pregunta por qué el mercado de Bitcoin está a punto de explotar? He aquí por qué el mercado de Bitcoin probablemente adoptará esta tendencia."
Eco: Cetelem sólo permite transferencias máximas diarias de 30.000€,https://www.tucapital.es/blogs/eco/eco-cetelem-solo-permite-transferencias-maximas-diarias-de-30-000e/,19/04/2024,"Con motivo de la desaparición de Orange Bank, y el traspaso de clientes a Cetelem, aparecen los primeros inconvenientes «desconocidos» de esta entidad.
Hoy hacemos eco de una queda de uno de nuestros usuarios y nuevo cliente de Cetelem que se queja del límite máximo que permite la entidad en transferencias diarias.
Este límite, de 30.000€, lo considera insuficiente, y que la entidad debería de modificar o quitar.
Buenos días.
Agradezco vuestro servicio de información bancaria.
Yo era cliente de Orange Bank y por la promoción de Cetelem he migrado mis fondos a dicho banco, la verdad que no he tenido problemas con el alta.
Ahora bien creo que merece la pena hacer eco que una vez has hecho la transferencia hacia Cetelem que en mi caso era de 100K me llevo un disgusto al constatar después de reclamar y recibir respuesta oficial del banco, que no es posible realizar transferencias de alto importe en un mismo día, solo es posible hacer 3 transferencias diarias de 10k y para que no se bloquee la cuenta poner conceptos diferentes, es decir 30.000€ diarios.
¿Qué hace un cliente que necesite su dinero para hacer una operación o inversión en ese día por encima de los 30k?.
Creo que debemos publicar este atropello para que el banco modifique estas políticas que argumentan ser por nuestra seguridad, pero que se convierten en un mini corralito.
Un saludo.
Esta información lo hemos confirmado con la entidad: Las transferencias SEPA tienen un plazo máximo de ejecución de un día hábil, si se ordenan a partir de las 17:00h, se procesarán al siguiente día hábil. Tienen un límite máximo por operación de 10.000 euros y un límite máximo diario de 30.000 euros.
Debemos de asumir que Orange Bank ya no existirá y debemos decidir en ir a otra entidad.
Las alternativas que os hemos planteado, ninguna es tan buena como Orange Bank (ver aquí), quizás N26 sea una de las mejores ofertas (ver aquí). ¿Pero y Cetelem?
Orange Bank cerrará todas las cuentas el 17 de junio de 2024, y no habrá una migración de sus clientes a Cetelem, la entidad que ha comprado el negocio de Orange Bank.
Como única consideración que tiene Cetelem con los clientes de Orange Bank es darles una oferta de bienvenida, pero necesitan darse de alta en Cetelem.
Cetelem ofrece un «plan de bienvenida» a los clientes de Orange Bank dándoles una cuenta corriente que se remunerará al 3,25% TAE sin límite de saldo y una tarjeta de débito sin comisiones."
"B100, otra alternativa decente a Orange Bank: cuenta sin comisiones al 2,7% TAE",https://www.tucapital.es/cuentas/b100-otra-alternativa-decente-a-orange-bank/,18/04/2024,"
Ya vimos que N26 o Celetem podrían ser buenos reemplazos de Orange Bank que cerrará sus puertas el 17 de junio de 2024. Hoy queremos analizar la oferta de B100.
Lamentablemente, perderemos la cuenta de Orange Bank que era muy buena por todos los servicios que ofrecía y no hay ninguna oferta que den todo.
En el caso de B100, echamos de menos las transferencias inmediatas, que es con coste y las retiradas de efectivo en cualquier cajero.
Como hemos dicho, las transferencias inmediatas tiene coste, en este caso, de 1,5€ por cada una frente al coste «0» de Orange Bank.
Este es un problema menor, al contar con Bizum, que podrías utilizarlo para transferir dinero inmediato y gratis incluso entre tus propias cuentas (ver aquí).
Por otro lado, las retiradas de efectivo has de hacerlo en sus cajeros propios (los de Abanca) siempre que quieras, y te deja sacar 2 veces al mes sin coste en las siguientes redes de cajeros:
Sí, son muchos cajeros, pero Orange Bank te dejaba sacar desde cualquier cajero y 3 veces al mes sin coste.
B100 ofrece algo más de rentabilidad, 2,7%  TAE frente al 2% TAE. Si además te cuidas, te da un 3,4% TAE en la cuenta Heath. Para eso, tienes que cumplir con unos objetivos de bienestar físico, y no te deja meter todo el dinero que quieras en dicha cuenta.
B100, al tratarse de una entidad española, el dinero está cubierto por el FGD Español, frente el francés de Orange Bank.
Es una cuenta corriente para tu día a día sin comisiones ni de mantenimiento ni de administración, igual que la cuenta corriente de Orange Bank.
Tampoco te cobra por las transferencias en la zona euro, traspasos, Bizum, tarjeta…
Es una cuenta sin remuneración, sin exigirte nada a cambio; además te da una tarjeta sin comisiones de emisión, renovación, ni por cambio de divisa en el extranjero cuando la utilices.
Es una cuenta remunerada:
La cuenta Health es igual que la Save, pero te da algo más de rentabilidad si cumples unos objetivos de salud.
Para ingresar dinero en esta cuenta tendrás que elegir un objetivo diario de pasos de entre varias opciones y seleccionar un importe a traspasar desde tu Cuenta B100, entre 1 y 30€ diarios.
El traspaso es automático si cumples los objetivos.


Aún no sabemos cómo acabará Orange Bank de la mano de Cetelem, pero, B100, una entidad online de Abanca quiere ser su sustituto y ofrece un producto muy parecido en ciertos aspectos y en otros, mejorado.
Ofrecerá una cuenta, la cuenta B100, sin comisiones, con tarjeta y todos los servicios y remunerado, lo mismo que Orange Bank.
Si quieres ahorrar te da una cuenta remunerada al 2,7% TAE en la cuenta Save, mejor que Orange Bank (2% TAE), y se queda a poca distancia de la Cuenta de Renault Bank (2,89% TAE)."
"Banca March sube su Depósito Flexible Avantio hasta el 3,1% TAE",https://www.tucapital.es/depositos/banca-march-sube-su-deposito-flexible-avantio-hasta-el-31-tae/,17/04/2024,"
Banca March sube la rentabilidad de su depósito Flexible Avantio a 12 meses de plazo hasta el 3,1% TAE  para nuevos clientes digitales.
Es una ligera subida, del 0,1 puntos porcentuales, desde el 3% TAE. Pero dada la tendencia bajista, y después de la última baja del banco, se agradece una subida, aunque sea tan poca cosa.
El banco no exige grandes capitales para su contratación, desde 10.000€; y permite cancelaciones anticipadas.
En tal caso, el banco sigue remunerándote por tu dinero, al 1,51% TAE en lugar del 3,1%, que por cierto, en la oferta anterior, en caso de cancelación, la rentabilidad era del 1% TAE.
Este producto es exclusivamente para nuevos clientes que abran la cuenta Avantio a través de canales digitales.
Las características de este plazo fijo son:
La oferta estará vigente hasta el 31 de mayo de 2024.
Este producto tiene un lado oscuro, la Cuenta Avantio. Es gratis solo si tienes invertido en algún producto del banco 10.000€; además de otras condiciones fáciles de cumplir.
La entidad acepta los 10.000€ del depósito para que no pagues comisiones por la cuenta. Así que el problema vendría después del vencimiento. Deberás de cancelar la cuenta o tendrás que pagar 75€ de comisiones semestrales (150€ al año).
La cuenta es remunerada al 1% TAE, pero si adicionalmente domicilias una nómina, la cuenta pasa a darte el 2,53% TAE (2,5% TIN) para un máximo de 50.000€.
La cuenta admite hasta 2 titulares.


El depósito Flexible Avantio a 12 meses de plazo y al 3% TAE de Banca March para nuevos clientes digitales estará disponible 1 mes más.
El banco fijó el plazo de comercialización de este producto hasta el día 12 de abril de 2023.
Banca March relanza el depósito Flexible Avantio a 12 meses de plazo y ahora al 3% TAE para nuevos clientes digitales.
Supone una reducción del 0,3 puntos porcentuales con respecto a lo que ofreció el banco hasta el 31 de diciembre de 2023.
Banca March seguirá ofreciendo depósito a 12 meses de plazo y al 3,3% TAE hasta el 31 de diciembre de 2023.
Este depósito, que tenía previsto terminar su plazo de comercialización el 31 de octubre de 2023, estará disponible para los ahorradores durante el resto del año."
"¿Merece la pena el 3,25% TAE de Cetelem? ¿Es mejor que Orange Bank?",https://www.tucapital.es/cuentas/merece-la-pena-el-325-tae-de-cetelem-es-mejor-que-orange-bank/,16/04/2024,"
Debemos de asumir que Orange Bank ya no existirá y debemos decidir en ir a otra entidad.
Las alternativas que os hemos planteado, ninguna es tan buena como Orange Bank (ver aquí), quizás N26 sea una de las mejores ofertas (ver aquí). ¿Pero y Cetelem?
Como vimos con N26, sus carencias eran:
Pero también cuenta con alguna ventaja extra sobre Orange Bank:
La gran pega de Cetelem es que cobre comisiones (1,99€ al mes a partir de 2025), además de carecer del servicio de Bizum (ver aquí la comparativa).
En cambio, ofrece otras ventajas, como el 3,25% TAE de rentabilidad de la cuenta en lugar del 2% TAE, y depósitos de hasta el 4% TAE o que el dinero está bajo el FGD español.
¿Entonces qué supone esa comisión del 1,99€ al mes? Debemos de comparar la remuneración frente al coste.
Conclusiones:
Además, hasta el 2025 estás exento de comisiones en la cuenta, creemos que es buena la oferta de Cetelem.


Con motivo de la desaparición de Orange Bank, y el traspaso de clientes a Cetelem, aparecen los primeros inconvenientes «desconocidos» de esta entidad.
Hoy hacemos eco de una queda de uno de nuestros usuarios y nuevo cliente de Cetelem que se queja del límite máximo que permite la entidad en transferencias diarias.
Este límite, de 30.000€, lo considera insuficiente, y que la entidad debería de modificar o quitar.
Orange Bank cerrará todas las cuentas el 17 de junio de 2024, y no habrá una migración de sus clientes a Cetelem, la entidad que ha comprado el negocio de Orange Bank.
Como única consideración que tiene Cetelem con los clientes de Orange Bank es darles una oferta de bienvenida, pero necesitan darse de alta en Cetelem.
Cetelem ofrece un «plan de bienvenida» a los clientes de Orange Bank dándoles una cuenta corriente que se remunerará al 3,25% TAE sin límite de saldo y una tarjeta de débito sin comisiones."
¿Cómo hago para pasar de Orange Bank a Cetelem?,https://www.tucapital.es/cuentas/como-hago-para-pasar-de-orange-bank-a-cetelem/,16/04/2024,"
Orange Bank cerrará todas las cuentas el 17 de junio de 2024, y no habrá una migración de sus clientes a Cetelem, la entidad que ha comprado el negocio de Orange Bank.
Como única consideración que tiene Cetelem con los clientes de Orange Bank es darles una oferta de bienvenida, pero necesitan darse de alta en Cetelem.
No será un proceso automático. Si quieres la oferta de Cetelem debes de realizar una u otra acción según si ya eres o no cliente de Cetelem:
Debes seguir 3 pasos:

Ponte en contacto a través del teléfono que puedes consultar en tu App Cetelem -apartado “Contáctanos”- para que actualicen tus condiciones a la oferta exclusiva para clientes de Orange Bank.
Debes cancelar la cuenta antes de 17 de junio de 2024.
Debes de cambiar tus recibos, nómina, y suscripciones a una nueva cuenta en la que eres titular.
En caso tener una tarjeta de débito, has de destruirlo.
Una vez que canceles la cuenta, vas a dejar de tener acceso a la app de Orange Bank, así que mientras puedas seguir accediendo, descarga toda la documentación que consideres importante.
Cuidado con las devoluciones de compra ya realizadas con la tarjeta de Orange Bank. Debes indicar al comercio que esa tarjeta ya no existe, y te debe de devolver el dinero de otra forma.


ING ahora pide, además de domiciliar una nómina, gastar dinero con su tarjeta de débito si quieres recibir hasta 120€ de bienvenida.
Antes te daba directamente la bonificación si domiciliabas tus ingresos en el banco, ahora, además, debes de gastar dinero en una serie de supermercados que ellos indican para recibir esos 120€
Ya vimos que N26 o Celetem podrían ser buenos reemplazos de Orange Bank que cerrará sus puertas el 17 de junio de 2024. Hoy queremos analizar la oferta de B100.
Lamentablemente, perderemos la cuenta de Orange Bank que era muy buena por todos los servicios que ofrecía y no hay ninguna oferta que den todo.
En el caso de B100, echamos de menos las transferencias inmediatas, que es con coste y las retiradas de efectivo en cualquier cajero.
Debemos de asumir que Orange Bank ya no existirá y debemos decidir en ir a otra entidad.
Las alternativas que os hemos planteado, ninguna es tan buena como Orange Bank (ver aquí), quizás N26 sea una de las mejores ofertas (ver aquí). ¿Pero y Cetelem?"
"Oferta especial de Cetelem a clientes de Orange Bank, 3,25% TAE",https://www.tucapital.es/cuentas/oferta-especial-de-cetelem-a-clientes-de-orange-bank-325-tae/,15/04/2024,"
Cetelem ofrece un «plan de bienvenida» a los clientes de Orange Bank dándoles una cuenta corriente que se remunerará al 3,25% TAE sin límite de saldo y una tarjeta de débito sin comisiones.
Esta oferta está disponible desde, hoy, 15 de abril, aunque nosotros aún no hemos podido acceder a este enlace desde la APP de Orange Bank.
Ahora os damos la mala noticia: analizando más en profundidad esta oferta, es simplemente el Plan Premium de Cetelem con ligeras mejoras:
* Plan Premium tiene un coste inicial de 1,99€ hasta el 30 de junio de 2024.
* Plan Bienvenida es sin coste hasta el 31 de diciembre de 2024.
Si eres cliente de Orange Bank, tienes que darte de baja antes de 17 de junio de 2024, y si quieres, puedes a la vez contratar este Plan de Bienvenida de Cetelem.


Con motivo de la desaparición de Orange Bank, y el traspaso de clientes a Cetelem, aparecen los primeros inconvenientes «desconocidos» de esta entidad.
Hoy hacemos eco de una queda de uno de nuestros usuarios y nuevo cliente de Cetelem que se queja del límite máximo que permite la entidad en transferencias diarias.
Este límite, de 30.000€, lo considera insuficiente, y que la entidad debería de modificar o quitar.
Debemos de asumir que Orange Bank ya no existirá y debemos decidir en ir a otra entidad.
Las alternativas que os hemos planteado, ninguna es tan buena como Orange Bank (ver aquí), quizás N26 sea una de las mejores ofertas (ver aquí). ¿Pero y Cetelem?
Orange Bank cerrará todas las cuentas el 17 de junio de 2024, y no habrá una migración de sus clientes a Cetelem, la entidad que ha comprado el negocio de Orange Bank.
Como única consideración que tiene Cetelem con los clientes de Orange Bank es darles una oferta de bienvenida, pero necesitan darse de alta en Cetelem."
